	That doesn't let you collaboratively edit in real time.	VitalikButerin	10	3	1519099654	965800067490660352	https://twitter.com/VitalikButerin/status/965800067490660352			
	Don't feel sorry for her a second. Your absolute idiot to go up to Someone's car for any reason. Beyond stupid. Total idiot. https:// twitter.com/abc/status/965 988203491717122 …	Bamabroker	38	4	1519145515	965992423800352768	https://twitter.com/Bamabroker/status/965992423800352768			
	Gold. YUCK. Feels like a big dollar spike coming here	Bamabroker	18	0	1519143607	965984418178453510	https://twitter.com/Bamabroker/status/965984418178453510			
	Bye bye oil. Spx be right behind	Bamabroker	41	1	1519142072	965977982488719361	https://twitter.com/Bamabroker/status/965977982488719361			
	Deflationary pulse is waking up. https:// twitter.com/bamabroker/sta tus/965976232604196865 …	Bamabroker	12	2	1519141674	965976312027451392	https://twitter.com/Bamabroker/status/965976312027451392			
	Copper turning down hard. Oil may be close.	Bamabroker	15	1	1519141655	965976232604196865	https://twitter.com/Bamabroker/status/965976232604196865			
	By the way. It's not 2017 if you didn't know. https:// twitter.com/bamabroker/sta tus/965973594596618242 …	Bamabroker	9	0	1519141053	965973706798501889	https://twitter.com/Bamabroker/status/965973706798501889			
	Don't you love low liquidity markets were 20 point spx moves are 15 minute moves.	Bamabroker	17	0	1519141026	965973594596618242	https://twitter.com/Bamabroker/status/965973594596618242			
	Natty moves only based on where the banks can cause the largest loses. Not weather. Only thing that matters is sentiment and positioning.	Bamabroker	37	4	1519136524	965954712779546624	https://twitter.com/Bamabroker/status/965954712779546624			
	Why does that matter??? Thought be now most would have learned natty doesn't care about weather. We have a massive crash during the coldest two weeks ever in dec?!!! https:// twitter.com/ik4ko/status/9 65943668267016192 …	Bamabroker	28	2	1519136471	965954488493400064	https://twitter.com/Bamabroker/status/965954488493400064			
	Best advice this week. Be very careful. Prepare for air pockets and moves that don't seem real as liquidity starts to leave the system.	Bamabroker	43	4	1519136411	965954239439699968	https://twitter.com/Bamabroker/status/965954239439699968			
	If natty can break that 2.67 today. That opens up 2.80 this week for next target.	Bamabroker	26	0	1519133589	965942403445256192	https://twitter.com/Bamabroker/status/965942403445256192			
	Why rates are not going higher and long TLT is the play. https:// twitter.com/scottminerd/st atus/965938061254254592 …	Bamabroker	25	3	1519133368	965941473865805825	https://twitter.com/Bamabroker/status/965941473865805825			
	oil and copper have also likely topped.... this is the beginning signs of a deflation wave here coming... commodity assets could get hit hard..	Bamabroker	28	2	1519129356	965924645009534983	https://twitter.com/Bamabroker/status/965924645009534983			
	Love TLT to catch a huge bid at risk off in SPX picks up in next week... looking for TLT 123 in about 2 weeks..	Bamabroker	19	1	1519129279	965924323876843522	https://twitter.com/Bamabroker/status/965924323876843522			
	I think there is HUGE risk in equities this week as said Sunday... HUGE... dollar was one of favorite longs Sunday... this move up has more legs..	Bamabroker	17	3	1519129244	965924178166779905	https://twitter.com/Bamabroker/status/965924178166779905			
	I will not be putting ANY metals trades this week.. lots of mixed signals here... short term... not going to add GDX shorts back yet... I do think natty is about to finally break up.. last week natty didn't move 1c and twitter acted like it was down 10%.. very strange	Bamabroker	29	0	1519129201	965923997702553601	https://twitter.com/Bamabroker/status/965923997702553601			
	"We may be close to seeing about ""flash"" move lower in next day or so... like the 2 other 1000 point down days we just had... and THEN you will start to hear the question... ""what is causing all these""... easy answer.. - FED TAKING MONEY OUT OF THE SYSTEMS IMPACT STARTING TO SHOW"	Bamabroker	87	14	1519126126	965911099383189506	https://twitter.com/Bamabroker/status/965911099383189506			
	NDX is about to be moving 500.. don't waste your time looking at 40 point moves this week.. https:// twitter.com/mikeo188/statu s/965791993258487808 …	Bamabroker	23	1	1519098536	965795376761581568	https://twitter.com/Bamabroker/status/965795376761581568			
bitcoin 	When bitcoin break down again and takes out 6000 on the next leg down... and goes way lower.. I don't fell sorry for ANYONE that gets busted.... buying fake made up tokens to hope to sell to someone else... - GREATER FOOL THEORY at its finest..	Bamabroker	120	24	1519098435	965794953896001536	https://twitter.com/Bamabroker/status/965794953896001536			
	I think the dollar is starting to smell a cut in liquidity here.. dropping inflation pulse starting and risk off...	Bamabroker	26	1	1519097725	965791978511323136	https://twitter.com/Bamabroker/status/965791978511323136			
	yep.. https:// twitter.com/silkdynastystx /status/965764660543836160 …	Bamabroker	15	1	1519097661	965791708997914624	https://twitter.com/Bamabroker/status/965791708997914624			
	I think a VERY serious RISK OFF move is about to start.. https:// twitter.com/silkdynastystx /status/965761456095531008 …	Bamabroker	20	3	1519097574	965791343921557504	https://twitter.com/Bamabroker/status/965791343921557504			
	Prime Money Market Funds’ Credit Quality Improves As Rates Rise http:// dlvr.it/QH8s3z pic.twitter.com/Yo5v20dau1	valuewalk	0	0	1519167071	966082834589917184	https://twitter.com/valuewalk/status/966082834589917184			
	Expectations Are Inflating http:// dlvr.it/QH8mHv pic.twitter.com/KHk8C8tKTI	valuewalk	0	0	1519165931	966078055172075520	https://twitter.com/valuewalk/status/966078055172075520			
	Its not a literal forecast obviously trends will change - it is meant to demonstrate the severity of issue - anyway you do not get out much then, do you?	valuewalk	0	0	1519164931	966073860838838274	https://twitter.com/valuewalk/status/966073860838838274			
	If Current Trends Continue Student Debt Will Overtake Mortgages In A Generation http:// dlvr.it/QH8gXg pic.twitter.com/NhB0JGsRSX	valuewalk	3	1	1519164912	966073780547207168	https://twitter.com/valuewalk/status/966073780547207168			
	Have $ RIOT in your retirement account? pic.twitter.com/My1wPH0A6d	valuewalk	4	1	1519164150	966070583392948226	https://twitter.com/valuewalk/status/966070583392948226			
	Chinese Shadow Banks De-Levering, But No One Knows What Lies Beneath  - http:// mlgn.to/59mo	valuewalk	1	0	1519164045	966070143225823232	https://twitter.com/valuewalk/status/966070143225823232			
	Riot Blockchain - Are You Freaking Kidding Me? - http:// slideshare.net https://www. slideshare.net/HindenburgRese arch/riot-blockchain-are-you-freaking-kidding-me …	valuewalk	2	1	1519163968	966069821602484224	https://twitter.com/valuewalk/status/966069821602484224			
	"Trump Tells Sessions: ""Ban 'Bump Stocks'"" https://www. zerohedge.com/news/2018-02-2 0/trump-tells-sessions-ban-bump-stocks …"	valuewalk	0	0	1519163962	966069794066849793	https://twitter.com/valuewalk/status/966069794066849793			
	Fed’s Experiment Like USSR? http:// dlvr.it/QH8b38 pic.twitter.com/PCyn0S6XIU	valuewalk	0	0	1519163886	966069477061246976	https://twitter.com/valuewalk/status/966069477061246976			
	“Stop Investing In Hate,” Puerto Rican Activists Chant, But What Do They Really Want? http:// dlvr.it/QH8TxB pic.twitter.com/uAPwy7PDUh	valuewalk	1	1	1519162877	966065245264404480	https://twitter.com/valuewalk/status/966065245264404480			
	Chinese Shadow Banks De-Levering, But No One Knows What Lies Beneath  - http:// mlgn.to/59l0	valuewalk	1	0	1519162431	966063372042145792	https://twitter.com/valuewalk/status/966063372042145792			
	Scary Return To Trillion-Dollar Budget Deficits http:// dlvr.it/QH8Nj7 pic.twitter.com/se8fTI8VM6	valuewalk	1	0	1519161792	966060692330577920	https://twitter.com/valuewalk/status/966060692330577920			
	Sequential Model: Sorting By 5 Factors http:// dlvr.it/QH8Gdj pic.twitter.com/rthAfkgbdg	valuewalk	1	0	1519160886	966056893327187969	https://twitter.com/valuewalk/status/966056893327187969			
	After Losing Billions In AUM, GMO’s Inker Looks To Stalin For Alpha http:// dlvr.it/QH85lT pic.twitter.com/20x3G1fywo	valuewalk	6	0	1519159749	966052126169300992	https://twitter.com/valuewalk/status/966052126169300992			
	Cautionary Words For Investors Chasing Dividend Yield http:// dlvr.it/QH7l1L pic.twitter.com/kypOMP1kJO	valuewalk	2	0	1519158460	966046719036157953	https://twitter.com/valuewalk/status/966046719036157953			
	It’s Been Opposite Day At #Citigroup – For Nearly Five Years: The Truth Is 40% Of All Stocks Are Unprofitable http:// dlvr.it/QH7gY3 pic.twitter.com/g5pcXGEGcn	valuewalk	2	1	1519158358	966046288859942913	https://twitter.com/valuewalk/status/966046288859942913		#Citigroup	
	AMZN going to Arlington VA? https://www. arlnow.com/2018/02/20/ama zon-employees-are-very-interested-in-a-particular-article-about-arlington/ …	valuewalk	0	0	1519156687	966039280740126720	https://twitter.com/valuewalk/status/966039280740126720			
	Investment Consultants Push Private Debt http:// dlvr.it/QH7JHR pic.twitter.com/17JTC5LneN	valuewalk	4	1	1519150635	966013895918870528	https://twitter.com/valuewalk/status/966013895918870528			
	CC @muddywatersre https:// twitter.com/bbolan1/status /966004079905464321 …	valuewalk	3	0	1519149619	966009635445624834	https://twitter.com/valuewalk/status/966009635445624834			@muddywatersre
	Happy Chinese New Year! From $ NQ Mobile http:// blog.nq.com/happy-chinese- new-year-2/ …	valuewalk	0	0	1519148168	966003548306763777	https://twitter.com/valuewalk/status/966003548306763777			
	The Top Importers And Exporters Of The #MostTradedGoods http:// dlvr.it/QH6xXp pic.twitter.com/oYzx3fewCk	valuewalk	1	0	1519147346	966000102857822210	https://twitter.com/valuewalk/status/966000102857822210		#MostTradedGoods	
	A Hidden Volcano Of Debt http:// dlvr.it/QH6wVV pic.twitter.com/wL0n1tCP1L	valuewalk	3	3	1519147119	965999148527792129	https://twitter.com/valuewalk/status/965999148527792129			
	What’s Behind One Of The Biggest Financial Scams In History http:// dlvr.it/QH6nwN pic.twitter.com/zX7Bt2wYdo	valuewalk	1	0	1519146074	965994766264451072	https://twitter.com/valuewalk/status/965994766264451072			
	Elliott $ NXP https://www. sec.gov/Archives/edgar /data/904495/000091412118000323/el41958695-sc14d9a.htm …	valuewalk	2	1	1519145924	965994138490597383	https://twitter.com/valuewalk/status/965994138490597383			
	Och-Ziff's Plea Deal May Be Upended With Restitution Claim https://www. bloomberg.com/news/articles/ 2018-02-20/och-ziff-s-plea-deal-may-be-upended-with-restitution-claim … via @markets	valuewalk	0	0	1519145805	965993637732651009	https://twitter.com/valuewalk/status/965993637732651009			@markets
	Jeff Bezos, Who Is Not A Super-Villain, Is Building A Giant Clock Inside A Mountain, Because He’s NOT A Super-Villain https:// dealbreaker.com/2018/02/jeff-b ezos-who-is-not-a-super-villain-is-building-a-giant-clock-inside-a-mountain-because-hes-not-a-super-villain/ …	valuewalk	5	2	1519145781	965993538625392640	https://twitter.com/valuewalk/status/965993538625392640			
	Jack Welch vs Jeff Bezos http:// dlvr.it/QH6h4n pic.twitter.com/jhITSgyYIX	valuewalk	1	0	1519144993	965990233765392384	https://twitter.com/valuewalk/status/965990233765392384			
	Shares of $ FNMA only down 3% on ruling https://www. google.com/search?q=OTCMK TS:FNMA&tbm=fin#scso=uid_-UuMWv-EPM6Jggeu4KLoCQ_5:0 … - Bruce Berkowitz lives on?	valuewalk	1	0	1519143964	965985919332470784	https://twitter.com/valuewalk/status/965985919332470784		#scso	
	Technology Sector 1Q18: Best And Worst Funds http:// dlvr.it/QH6YVg pic.twitter.com/CgbcwE1t8l	valuewalk	0	0	1519143916	965985715984121856	https://twitter.com/valuewalk/status/965985715984121856			
	Supreme Court Rejects Hedge Funds on Fannie, Freddie Suits - Bloomberg $ FNMA $ FMCC #fanniegate https://www. bloomberg.com/news/articles/ 2018-02-20/hedge-funds-rejected-by-top-u-s-court-on-fannie-freddie-suits …	valuewalk	1	1	1519143851	965985445275414529	https://twitter.com/valuewalk/status/965985445275414529		#fanniegate	
	Treasury $258 Billion Bond Auction Is Hogging All the Attention - Bloomberg https://www. bloomberg.com/news/articles/ 2018-02-20/u-s-yields-climb-as-treasury-set-to-sell-258-billion-of-bonds …	valuewalk	1	0	1519143838	965985387444400128	https://twitter.com/valuewalk/status/965985387444400128			
	Yale University Under the Spotlight for its Investment in Puerto Rican Debt https:// theintercept.com/2018/02/20/yal e-puerto-rico-debt/ …	valuewalk	0	0	1519142991	965981838027186177	https://twitter.com/valuewalk/status/965981838027186177			
	"CNN Roots Through Literal Russian Garbage, Gets Tossed Out Of Russian ""Troll Farm"" https://www. zerohedge.com/news/2018-02-1 9/cnn-roots-through-russian-garbage-getting-tossed-out-russian-troll-farm …"	valuewalk	1	0	1519142979	965981785216741376	https://twitter.com/valuewalk/status/965981785216741376			
	Corporate Gross Debt Reduction Could Spell Trouble For Credit Markets http:// dlvr.it/QH6QGV pic.twitter.com/fusommuXq1	valuewalk	1	0	1519142685	965980550774206464	https://twitter.com/valuewalk/status/965980550774206464			
	Chinese Shadow Banks De-Levering, But No One Knows What Lies Beneath http:// dlvr.it/QH6Gmp pic.twitter.com/U1z3NRG7Mr	valuewalk	2	5	1519141477	965975484600209408	https://twitter.com/valuewalk/status/965975484600209408			
	The Science of Crude Oil http:// dlvr.it/QH68f8 pic.twitter.com/ElokqDlNSE	valuewalk	3	1	1519140435	965971113867034624	https://twitter.com/valuewalk/status/965971113867034624			
